
  0% | 0/18 | ?it/s
T51/51, E181/250 => loss: 0.497: :  33% | 6/18 |  9.03it/s
T51/51, E181/250 => loss: 0.497: :  39% | 7/18 |  8.98it/s
T51/51, E181/250 => loss: 0.497: :  39% | 7/18 |  8.98it/s
T51/51, E181/250 => loss: 0.497: :  44% | 8/18 |  8.95it/s
T51/51, E181/250 => loss: 0.497: :  44% | 8/18 |  8.95it/s
T51/51, E181/250 => loss: 0.497: :  50% | 9/18 |  8.95it/s
T51/51, E181/250 => loss: 0.497: :  50% | 9/18 |  8.95it/s
T51/51, E181/250 => loss: 0.497: :  56% | 10/18 |  8.95it/s
T51/51, E181/250 => loss: 0.497: :  56% | 10/18 |  8.95it/s
T51/51, E181/250 => loss: 0.497: :  61% | 11/18 |  8.94it/s
T51/51, E181/250 => loss: 0.496: :  61% | 11/18 |  8.94it/s
T51/51, E181/250 => loss: 0.496: :  67% | 12/18 |  8.93it/s
T51/51, E181/250 => loss: 0.496: :  67% | 12/18 |  8.93it/s
T51/51, E181/250 => loss: 0.496: :  72% | 13/18 |  8.92it/s
T51/51, E181/250 => loss: 0.496: :  72% | 13/18 |  8.92it/s
T51/51, E181/250 => loss: 0.496: :  78% | 14/18 |  8.91it/s
T51/51, E181/250 => loss: 0.497: :  78% | 14/18 |  8.91it/s
T51/51, E181/250 => loss: 0.497: :  83% | 15/18 |  8.90it/s
T51/51, E181/250 => loss: 0.497: :  83% | 15/18 |  8.90it/s
T51/51, E181/250 => loss: 0.497: :  89% | 16/18 |  8.90it/s
T51/51, E181/250 => loss: 0.497: :  89% | 16/18 |  8.90it/s
T51/51, E181/250 => loss: 0.497: :  94% | 17/18 |  8.91it/s
T51/51, E181/250 => loss: 0.497: :  94% | 17/18 |  8.91it/s
T51/51, E181/250 => loss: 0.497: : 100% | 18/18 |  9.11it/s

  0% | 0/18 | ?it/s
T51/51, E182/250 => loss: 0.499: :   0% | 0/18 | ?it/s
T51/51, E182/250 => loss: 0.499: :   6% | 1/18 |  9.69it/s
T51/51, E182/250 => loss: 0.498: :   6% | 1/18 |  9.69it/s
T51/51, E182/250 => loss: 0.498: :  11% | 2/18 |  9.48it/s
T51/51, E182/250 => loss: 0.498: :  11% | 2/18 |  9.48it/s
T51/51, E182/250 => loss: 0.498: :  17% | 3/18 |  9.35it/s
T51/51, E182/250 => loss: 0.497: :  17% | 3/18 |  9.35it/s
T51/51, E182/250 => loss: 0.497: :  22% | 4/18 |  9.27it/s
T51/51, E182/250 => loss: 0.498: :  22% | 4/18 |  9.27it/s
T51/51, E182/250 => loss: 0.498: :  28% | 5/18 |  9.22it/s
T51/51, E182/250 => loss: 0.499: :  28% | 5/18 |  9.22it/s
T51/51, E182/250 => loss: 0.499: :  33% | 6/18 |  9.19it/s
T51/51, E182/250 => loss: 0.498: :  33% | 6/18 |  9.19it/s
T51/51, E182/250 => loss: 0.498: :  39% | 7/18 |  9.18it/s
T51/51, E182/250 => loss: 0.497: :  39% | 7/18 |  9.18it/s
T51/51, E182/250 => loss: 0.497: :  44% | 8/18 |  9.17it/s
T51/51, E182/250 => loss: 0.497: :  44% | 8/18 |  9.17it/s
T51/51, E182/250 => loss: 0.497: :  50% | 9/18 |  9.19it/s
T51/51, E182/250 => loss: 0.496: :  50% | 9/18 |  9.19it/s
T51/51, E182/250 => loss: 0.496: :  56% | 10/18 |  9.19it/s
T51/51, E182/250 => loss: 0.496: :  56% | 10/18 |  9.19it/s
T51/51, E182/250 => loss: 0.496: :  61% | 11/18 |  9.19it/s
T51/51, E182/250 => loss: 0.496: :  61% | 11/18 |  9.19it/s
T51/51, E182/250 => loss: 0.496: :  67% | 12/18 |  9.18it/s
T51/51, E182/250 => loss: 0.496: :  67% | 12/18 |  9.18it/s
T51/51, E182/250 => loss: 0.496: :  72% | 13/18 |  9.14it/s
T51/51, E182/250 => loss: 0.496: :  72% | 13/18 |  9.14it/s
T51/51, E182/250 => loss: 0.496: :  78% | 14/18 |  9.12it/s
T51/51, E182/250 => loss: 0.496: :  78% | 14/18 |  9.12it/s
T51/51, E182/250 => loss: 0.496: :  83% | 15/18 |  9.10it/s
T51/51, E182/250 => loss: 0.496: :  83% | 15/18 |  9.10it/s
T51/51, E182/250 => loss: 0.496: :  89% | 16/18 |  9.08it/s
T51/51, E182/250 => loss: 0.496: :  89% | 16/18 |  9.08it/s
T51/51, E182/250 => loss: 0.496: :  94% | 17/18 |  9.06it/s
T51/51, E182/250 => loss: 0.496: :  94% | 17/18 |  9.06it/s
T51/51, E182/250 => loss: 0.496: : 100% | 18/18 |  9.33it/s

  0% | 0/18 | ?it/s
T51/51, E183/250 => loss: 0.49: :   0% | 0/18 | ?it/s
T51/51, E183/250 => loss: 0.494: :   0% | 0/18 | ?it/s
T51/51, E183/250 => loss: 0.494: :  11% | 2/18 |  9.51it/s
T51/51, E183/250 => loss: 0.496: :  11% | 2/18 |  9.51it/s
T51/51, E183/250 => loss: 0.496: :  17% | 3/18 |  9.35it/s
T51/51, E183/250 => loss: 0.497: :  17% | 3/18 |  9.35it/s
T51/51, E183/250 => loss: 0.497: :  22% | 4/18 |  9.24it/s
T51/51, E183/250 => loss: 0.496: :  22% | 4/18 |  9.24it/s
T51/51, E183/250 => loss: 0.496: :  28% | 5/18 |  9.15it/s
T51/51, E183/250 => loss: 0.496: :  28% | 5/18 |  9.15it/s
T51/51, E183/250 => loss: 0.496: :  33% | 6/18 |  9.09it/s
T51/51, E183/250 => loss: 0.496: :  33% | 6/18 |  9.09it/s
T51/51, E183/250 => loss: 0.496: :  39% | 7/18 |  9.06it/s
T51/51, E183/250 => loss: 0.496: :  39% | 7/18 |  9.06it/s
T51/51, E183/250 => loss: 0.496: :  44% | 8/18 |  9.04it/s
T51/51, E183/250 => loss: 0.497: :  44% | 8/18 |  9.04it/s
T51/51, E183/250 => loss: 0.497: :  50% | 9/18 |  9.03it/s
T51/51, E183/250 => loss: 0.497: :  50% | 9/18 |  9.03it/s
T51/51, E183/250 => loss: 0.497: :  56% | 10/18 |  9.02it/s
T51/51, E183/250 => loss: 0.497: :  56% | 10/18 |  9.02it/s
T51/51, E183/250 => loss: 0.497: :  61% | 11/18 |  9.01it/s
T51/51, E183/250 => loss: 0.497: :  61% | 11/18 |  9.01it/s
T51/51, E183/250 => loss: 0.497: :  67% | 12/18 |  8.99it/s
T51/51, E183/250 => loss: 0.497: :  67% | 12/18 |  8.99it/s
T51/51, E183/250 => loss: 0.497: :  72% | 13/18 |  8.97it/s
T51/51, E183/250 => loss: 0.497: :  72% | 13/18 |  8.97it/s
T51/51, E183/250 => loss: 0.497: :  78% | 14/18 |  8.96it/s
T51/51, E183/250 => loss: 0.497: :  78% | 14/18 |  8.96it/s
T51/51, E183/250 => loss: 0.497: :  83% | 15/18 |  8.95it/s
T51/51, E183/250 => loss: 0.497: :  83% | 15/18 |  8.95it/s
T51/51, E183/250 => loss: 0.497: :  89% | 16/18 |  8.92it/s
T51/51, E183/250 => loss: 0.497: :  89% | 16/18 |  8.92it/s
T51/51, E183/250 => loss: 0.497: :  94% | 17/18 |  8.92it/s
T51/51, E183/250 => loss: 0.497: :  94% | 17/18 |  8.92it/s
T51/51, E183/250 => loss: 0.497: : 100% | 18/18 |  9.22it/s

  0% | 0/18 | ?it/s
T51/51, E184/250 => loss: 0.498: :   0% | 0/18 | ?it/s
T51/51, E184/250 => loss: 0.497: :   0% | 0/18 | ?it/s
T51/51, E184/250 => loss: 0.497: :  11% | 2/18 |  9.48it/s
T51/51, E184/250 => loss: 0.497: :  11% | 2/18 |  9.48it/s
T51/51, E184/250 => loss: 0.497: :  17% | 3/18 |  9.32it/s
T51/51, E184/250 => loss: 0.497: :  17% | 3/18 |  9.32it/s
T51/51, E184/250 => loss: 0.497: :  22% | 4/18 |  9.21it/s
T51/51, E184/250 => loss: 0.497: :  22% | 4/18 |  9.21it/s
T51/51, E184/250 => loss: 0.497: :  28% | 5/18 |  9.13it/s
T51/51, E184/250 => loss: 0.498: :  28% | 5/18 |  9.13it/s
T51/51, E184/250 => loss: 0.498: :  33% | 6/18 |  9.11it/s
T51/51, E184/250 => loss: 0.496: :  33% | 6/18 |  9.11it/s
T51/51, E184/250 => loss: 0.496: :  39% | 7/18 |  9.10it/s
T51/51, E184/250 => loss: 0.496: :  39% | 7/18 |  9.10it/s
T51/51, E184/250 => loss: 0.496: :  44% | 8/18 |  9.08it/s
T51/51, E184/250 => loss: 0.496: :  44% | 8/18 |  9.08it/s
T51/51, E184/250 => loss: 0.496: :  50% | 9/18 |  9.10it/s
T51/51, E184/250 => loss: 0.497: :  50% | 9/18 |  9.10it/s
T51/51, E184/250 => loss: 0.497: :  56% | 10/18 |  9.09it/s
T51/51, E184/250 => loss: 0.496: :  56% | 10/18 |  9.09it/s
T51/51, E184/250 => loss: 0.496: :  61% | 11/18 |  9.06it/s
T51/51, E184/250 => loss: 0.497: :  61% | 11/18 |  9.06it/s
T51/51, E184/250 => loss: 0.497: :  67% | 12/18 |  9.04it/s
T51/51, E184/250 => loss: 0.496: :  67% | 12/18 |  9.04it/s
T51/51, E184/250 => loss: 0.496: :  72% | 13/18 |  9.02it/s
T51/51, E184/250 => loss: 0.497: :  72% | 13/18 |  9.02it/s
T51/51, E184/250 => loss: 0.497: :  78% | 14/18 |  9.01it/s
T51/51, E184/250 => loss: 0.496: :  78% | 14/18 |  9.01it/s
T51/51, E184/250 => loss: 0.496: :  83% | 15/18 |  9.00it/s
T51/51, E184/250 => loss: 0.496: :  83% | 15/18 |  9.00it/s
T51/51, E184/250 => loss: 0.496: :  89% | 16/18 |  8.99it/s
T51/51, E184/250 => loss: 0.497: :  89% | 16/18 |  8.99it/s
T51/51, E184/250 => loss: 0.497: :  94% | 17/18 |  8.99it/s
T51/51, E184/250 => loss: 0.497: :  94% | 17/18 |  8.99it/s
T51/51, E184/250 => loss: 0.497: : 100% | 18/18 |  9.26it/s

  0% | 0/18 | ?it/s
T51/51, E185/250 => loss: 0.499: :   0% | 0/18 | ?it/s
T51/51, E185/250 => loss: 0.497: :   0% | 0/18 | ?it/s
T51/51, E185/250 => loss: 0.497: :  11% | 2/18 |  9.46it/s
T51/51, E185/250 => loss: 0.496: :  11% | 2/18 |  9.46it/s
T51/51, E185/250 => loss: 0.496: :  17% | 3/18 |  9.29it/s
T51/51, E185/250 => loss: 0.496: :  17% | 3/18 |  9.29it/s
T51/51, E185/250 => loss: 0.496: :  22% | 4/18 |  9.18it/s
T51/51, E185/250 => loss: 0.497: :  22% | 4/18 |  9.18it/s
T51/51, E185/250 => loss: 0.497: :  28% | 5/18 |  9.11it/s
T51/51, E185/250 => loss: 0.497: :  28% | 5/18 |  9.11it/s
T51/51, E185/250 => loss: 0.497: :  33% | 6/18 |  9.07it/s
T51/51, E185/250 => loss: 0.498: :  33% | 6/18 |  9.07it/s
T51/51, E185/250 => loss: 0.498: :  39% | 7/18 |  9.05it/s
T51/51, E185/250 => loss: 0.498: :  39% | 7/18 |  9.05it/s
T51/51, E185/250 => loss: 0.498: :  44% | 8/18 |  9.03it/s
T51/51, E185/250 => loss: 0.497: :  44% | 8/18 |  9.03it/s
T51/51, E185/250 => loss: 0.497: :  50% | 9/18 |  9.02it/s
T51/51, E185/250 => loss: 0.498: :  50% | 9/18 |  9.02it/s
T51/51, E185/250 => loss: 0.498: :  56% | 10/18 |  9.02it/s
T51/51, E185/250 => loss: 0.498: :  56% | 10/18 |  9.02it/s
T51/51, E185/250 => loss: 0.498: :  61% | 11/18 |  9.01it/s
T51/51, E185/250 => loss: 0.499: :  61% | 11/18 |  9.01it/s
T51/51, E185/250 => loss: 0.499: :  67% | 12/18 |  8.99it/s
T51/51, E185/250 => loss: 0.499: :  67% | 12/18 |  8.99it/s
T51/51, E185/250 => loss: 0.499: :  72% | 13/18 |  8.97it/s
T51/51, E185/250 => loss: 0.498: :  72% | 13/18 |  8.97it/s
T51/51, E185/250 => loss: 0.498: :  78% | 14/18 |  8.96it/s
T51/51, E185/250 => loss: 0.498: :  78% | 14/18 |  8.96it/s
T51/51, E185/250 => loss: 0.498: :  83% | 15/18 |  8.95it/s
T51/51, E185/250 => loss: 0.498: :  83% | 15/18 |  8.95it/s
T51/51, E185/250 => loss: 0.498: :  89% | 16/18 |  8.92it/s
T51/51, E185/250 => loss: 0.497: :  89% | 16/18 |  8.92it/s
T51/51, E185/250 => loss: 0.497: :  94% | 17/18 |  8.90it/s
T51/51, E185/250 => loss: 0.498: :  94% | 17/18 |  8.90it/s
T51/51, E185/250 => loss: 0.498: : 100% | 18/18 |  9.14it/s

  0% | 0/18 | ?it/s
T51/51, E186/250 => loss: 0.502: :   0% | 0/18 | ?it/s
T51/51, E186/250 => loss: 0.502: :   6% | 1/18 |  9.19it/s
T51/51, E186/250 => loss: 0.504: :   6% | 1/18 |  9.19it/s
T51/51, E186/250 => loss: 0.504: :  11% | 2/18 |  9.17it/s
T51/51, E186/250 => loss: 0.503: :  11% | 2/18 |  9.17it/s
T51/51, E186/250 => loss: 0.503: :  17% | 3/18 |  9.17it/s
T51/51, E186/250 => loss: 0.499: :  17% | 3/18 |  9.17it/s
T51/51, E186/250 => loss: 0.499: :  22% | 4/18 |  9.16it/s
T51/51, E186/250 => loss: 0.5: :  22% | 4/18 |  9.16it/s  
T51/51, E186/250 => loss: 0.5: :  28% | 5/18 |  9.16it/s
T51/51, E186/250 => loss: 0.5: :  28% | 5/18 |  9.16it/s
T51/51, E186/250 => loss: 0.5: :  33% | 6/18 |  9.16it/s
T51/51, E186/250 => loss: 0.499: :  33% | 6/18 |  9.16it/s
T51/51, E186/250 => loss: 0.499: :  39% | 7/18 |  9.17it/s
T51/51, E186/250 => loss: 0.498: :  39% | 7/18 |  9.17it/s
T51/51, E186/250 => loss: 0.498: :  44% | 8/18 |  9.16it/s
T51/51, E186/250 => loss: 0.498: :  44% | 8/18 |  9.16it/s
T51/51, E186/250 => loss: 0.498: :  50% | 9/18 |  9.15it/s
T51/51, E186/250 => loss: 0.498: :  50% | 9/18 |  9.15it/s
T51/51, E186/250 => loss: 0.498: :  56% | 10/18 |  9.12it/s
T51/51, E186/250 => loss: 0.498: :  56% | 10/18 |  9.12it/s
T51/51, E186/250 => loss: 0.498: :  61% | 11/18 |  9.08it/s
T51/51, E186/250 => loss: 0.498: :  61% | 11/18 |  9.08it/s
T51/51, E186/250 => loss: 0.498: :  67% | 12/18 |  9.06it/s
T51/51, E186/250 => loss: 0.498: :  67% | 12/18 |  9.06it/s
T51/51, E186/250 => loss: 0.498: :  72% | 13/18 |  9.04it/s
T51/51, E186/250 => loss: 0.498: :  72% | 13/18 |  9.04it/s
T51/51, E186/250 => loss: 0.498: :  78% | 14/18 |  9.02it/s
T51/51, E186/250 => loss: 0.498: :  78% | 14/18 |  9.02it/s
T51/51, E186/250 => loss: 0.498: :  83% | 15/18 |  9.00it/s
T51/51, E186/250 => loss: 0.497: :  83% | 15/18 |  9.00it/s
T51/51, E186/250 => loss: 0.497: :  89% | 16/18 |  9.01it/s
T51/51, E186/250 => loss: 0.497: :  89% | 16/18 |  9.01it/s
T51/51, E186/250 => loss: 0.497: :  94% | 17/18 |  9.03it/s
T51/51, E186/250 => loss: 0.497: :  94% | 17/18 |  9.03it/s
T51/51, E186/250 => loss: 0.497: : 100% | 18/18 |  9.28it/s

  0% | 0/18 | ?it/s
T51/51, E187/250 => loss: 0.497: :   0% | 0/18 | ?it/s
T51/51, E187/250 => loss: 0.498: :   0% | 0/18 | ?it/s
T51/51, E187/250 => loss: 0.498: :  11% | 2/18 |  9.47it/s
T51/51, E187/250 => loss: 0.498: :  11% | 2/18 |  9.47it/s
T51/51, E187/250 => loss: 0.498: :  17% | 3/18 |  9.33it/s
T51/51, E187/250 => loss: 0.497: :  17% | 3/18 |  9.33it/s
T51/51, E187/250 => loss: 0.497: :  22% | 4/18 |  9.23it/s
T51/51, E187/250 => loss: 0.497: :  22% | 4/18 |  9.23it/s
T51/51, E187/250 => loss: 0.497: :  28% | 5/18 |  9.18it/s
T51/51, E187/250 => loss: 0.496: :  28% | 5/18 |  9.18it/s
T51/51, E187/250 => loss: 0.496: :  33% | 6/18 |  9.15it/s
T51/51, E187/250 => loss: 0.496: :  33% | 6/18 |  9.15it/s
T51/51, E187/250 => loss: 0.496: :  39% | 7/18 |  9.14it/s
T51/51, E187/250 => loss: 0.496: :  39% | 7/18 |  9.14it/s
T51/51, E187/250 => loss: 0.496: :  44% | 8/18 |  9.13it/s
T51/51, E187/250 => loss: 0.497: :  44% | 8/18 |  9.13it/s
T51/51, E187/250 => loss: 0.497: :  50% | 9/18 |  9.11it/s
T51/51, E187/250 => loss: 0.496: :  50% | 9/18 |  9.11it/s
T51/51, E187/250 => loss: 0.496: :  56% | 10/18 |  9.09it/s
T51/51, E187/250 => loss: 0.497: :  56% | 10/18 |  9.09it/s
T51/51, E187/250 => loss: 0.497: :  61% | 11/18 |  9.07it/s
T51/51, E187/250 => loss: 0.497: :  61% | 11/18 |  9.07it/s
T51/51, E187/250 => loss: 0.497: :  67% | 12/18 |  9.05it/s
T51/51, E187/250 => loss: 0.497: :  67% | 12/18 |  9.05it/s
T51/51, E187/250 => loss: 0.497: :  72% | 13/18 |  9.03it/s
T51/51, E187/250 => loss: 0.497: :  72% | 13/18 |  9.03it/s
T51/51, E187/250 => loss: 0.497: :  78% | 14/18 |  9.00it/s
T51/51, E187/250 => loss: 0.497: :  78% | 14/18 |  9.00it/s
T51/51, E187/250 => loss: 0.497: :  83% | 15/18 |  8.99it/s
T51/51, E187/250 => loss: 0.497: :  83% | 15/18 |  8.99it/s
T51/51, E187/250 => loss: 0.497: :  89% | 16/18 |  9.00it/s
T51/51, E187/250 => loss: 0.497: :  89% | 16/18 |  9.00it/s
T51/51, E187/250 => loss: 0.497: :  94% | 17/18 |  9.02it/s
T51/51, E187/250 => loss: 0.497: :  94% | 17/18 |  9.02it/s
T51/51, E187/250 => loss: 0.497: : 100% | 18/18 |  9.28it/s

  0% | 0/18 | ?it/s
T51/51, E188/250 => loss: 0.493: :   0% | 0/18 | ?it/s
T51/51, E188/250 => loss: 0.493: :   6% | 1/18 |  9.94it/s
T51/51, E188/250 => loss: 0.497: :   6% | 1/18 |  9.94it/s
T51/51, E188/250 => loss: 0.497: :  11% | 2/18 |  9.68it/s
T51/51, E188/250 => loss: 0.497: :  11% | 2/18 |  9.68it/s
T51/51, E188/250 => loss: 0.497: :  17% | 3/18 |  9.51it/s
T51/51, E188/250 => loss: 0.498: :  17% | 3/18 |  9.51it/s
T51/51, E188/250 => loss: 0.498: :  22% | 4/18 |  9.40it/s
T51/51, E188/250 => loss: 0.497: :  22% | 4/18 |  9.40it/s
T51/51, E188/250 => loss: 0.497: :  28% | 5/18 |  9.16it/s
T51/51, E188/250 => loss: 0.497: :  28% | 5/18 |  9.16it/s
T51/51, E188/250 => loss: 0.497: :  33% | 6/18 |  9.16it/s
T51/51, E188/250 => loss: 0.497: :  33% | 6/18 |  9.16it/s
T51/51, E188/250 => loss: 0.497: :  39% | 7/18 |  9.16it/s
T51/51, E188/250 => loss: 0.496: :  39% | 7/18 |  9.16it/s
T51/51, E188/250 => loss: 0.496: :  44% | 8/18 |  9.15it/s
T51/51, E188/250 => loss: 0.497: :  44% | 8/18 |  9.15it/s
T51/51, E188/250 => loss: 0.497: :  50% | 9/18 |  9.13it/s
T51/51, E188/250 => loss: 0.496: :  50% | 9/18 |  9.13it/s
T51/51, E188/250 => loss: 0.496: :  56% | 10/18 |  9.10it/s
T51/51, E188/250 => loss: 0.496: :  56% | 10/18 |  9.10it/s
T51/51, E188/250 => loss: 0.496: :  61% | 11/18 |  9.08it/s
T51/51, E188/250 => loss: 0.496: :  61% | 11/18 |  9.08it/s
T51/51, E188/250 => loss: 0.496: :  67% | 12/18 |  9.05it/s
T51/51, E188/250 => loss: 0.496: :  67% | 12/18 |  9.05it/s
T51/51, E188/250 => loss: 0.496: :  72% | 13/18 |  9.01it/s
T51/51, E188/250 => loss: 0.496: :  72% | 13/18 |  9.01it/s
T51/51, E188/250 => loss: 0.496: :  78% | 14/18 |  8.99it/s
T51/51, E188/250 => loss: 0.496: :  78% | 14/18 |  8.99it/s
T51/51, E188/250 => loss: 0.496: :  83% | 15/18 |  8.96it/s
T51/51, E188/250 => loss: 0.496: :  83% | 15/18 |  8.96it/s
T51/51, E188/250 => loss: 0.496: :  89% | 16/18 |  8.95it/s
T51/51, E188/250 => loss: 0.496: :  89% | 16/18 |  8.95it/s
T51/51, E188/250 => loss: 0.496: :  94% | 17/18 |  8.94it/s
T51/51, E188/250 => loss: 0.496: :  94% | 17/18 |  8.94it/s
T51/51, E188/250 => loss: 0.496: : 100% | 18/18 |  9.21it/s

  0% | 0/18 | ?it/s
T51/51, E189/250 => loss: 0.49: :   0% | 0/18 | ?it/s
T51/51, E189/250 => loss: 0.49: :   6% | 1/18 |  9.61it/s
T51/51, E189/250 => loss: 0.493: :   6% | 1/18 |  9.61it/s
T51/51, E189/250 => loss: 0.493: :  11% | 2/18 |  9.40it/s
T51/51, E189/250 => loss: 0.495: :  11% | 2/18 |  9.40it/s
T51/51, E189/250 => loss: 0.495: :  17% | 3/18 |  9.26it/s
T51/51, E189/250 => loss: 0.495: :  17% | 3/18 |  9.26it/s
T51/51, E189/250 => loss: 0.495: :  22% | 4/18 |  9.19it/s
T51/51, E189/250 => loss: 0.496: :  22% | 4/18 |  9.19it/s
T51/51, E189/250 => loss: 0.496: :  28% | 5/18 |  9.15it/s
T51/51, E189/250 => loss: 0.497: :  28% | 5/18 |  9.15it/s
T51/51, E189/250 => loss: 0.497: :  33% | 6/18 |  9.13it/s
T51/51, E189/250 => loss: 0.498: :  33% | 6/18 |  9.13it/s
T51/51, E189/250 => loss: 0.498: :  39% | 7/18 |  9.13it/s
T51/51, E189/250 => loss: 0.498: :  39% | 7/18 |  9.13it/s
T51/51, E189/250 => loss: 0.498: :  44% | 8/18 |  9.12it/s
T51/51, E189/250 => loss: 0.497: :  44% | 8/18 |  9.12it/s
T51/51, E189/250 => loss: 0.497: :  50% | 9/18 |  9.09it/s
T51/51, E189/250 => loss: 0.497: :  50% | 9/18 |  9.09it/s
T51/51, E189/250 => loss: 0.497: :  56% | 10/18 |  9.06it/s
T51/51, E189/250 => loss: 0.496: :  56% | 10/18 |  9.06it/s
T51/51, E189/250 => loss: 0.496: :  61% | 11/18 |  9.04it/s
T51/51, E189/250 => loss: 0.496: :  61% | 11/18 |  9.04it/s
T51/51, E189/250 => loss: 0.496: :  67% | 12/18 |  9.03it/s
T51/51, E189/250 => loss: 0.497: :  67% | 12/18 |  9.03it/s
T51/51, E189/250 => loss: 0.497: :  72% | 13/18 |  9.01it/s
T51/51, E189/250 => loss: 0.497: :  72% | 13/18 |  9.01it/s
T51/51, E189/250 => loss: 0.497: :  78% | 14/18 |  9.01it/s
T51/51, E189/250 => loss: 0.496: :  78% | 14/18 |  9.01it/s
T51/51, E189/250 => loss: 0.496: :  83% | 15/18 |  9.00it/s
T51/51, E189/250 => loss: 0.497: :  83% | 15/18 |  9.00it/s
T51/51, E189/250 => loss: 0.497: :  89% | 16/18 |  8.99it/s
T51/51, E189/250 => loss: 0.497: :  89% | 16/18 |  8.99it/s
T51/51, E189/250 => loss: 0.497: :  94% | 17/18 |  8.99it/s
T51/51, E189/250 => loss: 0.497: :  94% | 17/18 |  8.99it/s
T51/51, E189/250 => loss: 0.497: : 100% | 18/18 |  9.21it/s

  0% | 0/18 | ?it/s
T51/51, E190/250 => loss: 0.498: :   0% | 0/18 | ?it/s
T51/51, E190/250 => loss: 0.498: :   6% | 1/18 |  9.93it/s
T51/51, E190/250 => loss: 0.496: :   6% | 1/18 |  9.93it/s
T51/51, E190/250 => loss: 0.496: :  11% | 2/18 |  9.68it/s
T51/51, E190/250 => loss: 0.498: :  11% | 2/18 |  9.68it/s
T51/51, E190/250 => loss: 0.498: :  17% | 3/18 |  9.52it/s
T51/51, E190/250 => loss: 0.498: :  17% | 3/18 |  9.52it/s
T51/51, E190/250 => loss: 0.498: :  22% | 4/18 |  9.41it/s
T51/51, E190/250 => loss: 0.497: :  22% | 4/18 |  9.41it/s
T51/51, E190/250 => loss: 0.497: :  28% | 5/18 |  9.35it/s
T51/51, E190/250 => loss: 0.498: :  28% | 5/18 |  9.35it/s
T51/51, E190/250 => loss: 0.498: :  33% | 6/18 |  9.30it/s
T51/51, E190/250 => loss: 0.497: :  33% | 6/18 |  9.30it/s
T51/51, E190/250 => loss: 0.497: :  39% | 7/18 |  9.27it/s
T51/51, E190/250 => loss: 0.497: :  39% | 7/18 |  9.27it/s
T51/51, E190/250 => loss: 0.497: :  44% | 8/18 |  9.23it/s
T51/51, E190/250 => loss: 0.497: :  44% | 8/18 |  9.23it/s
T51/51, E190/250 => loss: 0.497: :  50% | 9/18 |  9.19it/s
T51/51, E190/250 => loss: 0.497: :  50% | 9/18 |  9.19it/s
T51/51, E190/250 => loss: 0.497: :  56% | 10/18 |  9.13it/s
T51/51, E190/250 => loss: 0.497: :  56% | 10/18 |  9.13it/s
T51/51, E190/250 => loss: 0.497: :  61% | 11/18 |  9.06it/s
T51/51, E190/250 => loss: 0.497: :  61% | 11/18 |  9.06it/s
T51/51, E190/250 => loss: 0.497: :  67% | 12/18 |  9.02it/s
T51/51, E190/250 => loss: 0.497: :  67% | 12/18 |  9.02it/s
T51/51, E190/250 => loss: 0.497: :  72% | 13/18 |  8.99it/s
T51/51, E190/250 => loss: 0.497: :  72% | 13/18 |  8.99it/s
T51/51, E190/250 => loss: 0.497: :  78% | 14/18 |  8.96it/s
T51/51, E190/250 => loss: 0.496: :  78% | 14/18 |  8.96it/s
T51/51, E190/250 => loss: 0.496: :  83% | 15/18 |  8.95it/s
T51/51, E190/250 => loss: 0.496: :  83% | 15/18 |  8.95it/s
T51/51, E190/250 => loss: 0.496: :  89% | 16/18 |  8.93it/s
T51/51, E190/250 => loss: 0.496: :  89% | 16/18 |  8.93it/s
T51/51, E190/250 => loss: 0.496: :  94% | 17/18 |  8.92it/s
T51/51, E190/250 => loss: 0.497: :  94% | 17/18 |  8.92it/s
T51/51, E190/250 => loss: 0.497: : 100% | 18/18 |  9.24it/s

  0% | 0/18 | ?it/s
T51/51, E191/250 => loss: 0.498: :   0% | 0/18 | ?it/s
T51/51, E191/250 => loss: 0.498: :   6% | 1/18 |  9.62it/s
T51/51, E191/250 => loss: 0.501: :   6% | 1/18 |  9.62it/s
T51/51, E191/250 => loss: 0.501: :  11% | 2/18 |  9.41it/s
T51/51, E191/250 => loss: 0.498: :  11% | 2/18 |  9.41it/s
T51/51, E191/250 => loss: 0.498: :  17% | 3/18 |  9.26it/s
T51/51, E191/250 => loss: 0.497: :  17% | 3/18 |  9.26it/s
T51/51, E191/250 => loss: 0.497: :  22% | 4/18 |  9.15it/s
T51/51, E191/250 => loss: 0.496: :  22% | 4/18 |  9.15it/s
T51/51, E191/250 => loss: 0.496: :  28% | 5/18 |  9.07it/s
T51/51, E191/250 => loss: 0.496: :  28% | 5/18 |  9.07it/s
T51/51, E191/250 => loss: 0.496: :  33% | 6/18 |  9.01it/s
T51/51, E191/250 => loss: 0.496: :  33% | 6/18 |  9.01it/s
T51/51, E191/250 => loss: 0.496: :  39% | 7/18 |  8.97it/s
T51/51, E191/250 => loss: 0.497: :  39% | 7/18 |  8.97it/s
T51/51, E191/250 => loss: 0.497: :  44% | 8/18 |  8.93it/s
T51/51, E191/250 => loss: 0.496: :  44% | 8/18 |  8.93it/s
T51/51, E191/250 => loss: 0.496: :  50% | 9/18 |  8.91it/s
T51/51, E191/250 => loss: 0.496: :  50% | 9/18 |  8.91it/s
T51/51, E191/250 => loss: 0.496: :  56% | 10/18 |  8.90it/s
